"","regions","cluster"
"10873","chr5-10746293-10747069","early"
"10874","chr5-14008758-14009359","early"
"10875","chr5-14212008-14212552","early"
"10876","chr5-14234199-14234476","early"
"10877","chr5-14397479-14398369","early"
"10878","chr5-15499562-15500862","early"
"10879","chr5-16492436-16493146","early"
"10880","chr5-31105893-31106607","early"
"10881","chr5-31119905-31120806","early"
"10882","chr5-31249966-31250860","early"
"10883","chr5-31304478-31304911","early"
"10884","chr5-31320658-31320931","early"
"10885","chr5-32852218-32852941","early"
"10886","chr5-33891650-33893206","early"
"10887","chr5-34563402-34565004","early"
"10888","chr5-34682824-34683252","early"
"10889","chr5-34709396-34710530","early"
"10890","chr5-37886234-37886649","early"
"10891","chr5-38695094-38695954","early"
"10892","chr5-38844828-38847053","early"
"10893","chr5-39063085-39063391","early"
"10894","chr5-43232815-43233216","early"
"10895","chr5-50710658-50711682","early"
"10896","chr5-50726694-50727445","early"
"10897","chr5-53479492-53480869","early"
"10898","chr5-54359800-54360483","early"
"10899","chr5-55437828-55439439","early"
"10900","chr5-55597071-55598039","early"
"10901","chr5-56002929-56003541","early"
"10902","chr5-56123393-56124256","early"
"10903","chr5-56446973-56447658","early"
"10904","chr5-56638031-56639347","early"
"10905","chr5-56640604-56641419","early"
"10906","chr5-56669072-56670436","early"
"10907","chr5-56851075-56851959","early"
"10908","chr5-58963029-58963771","early"
"10909","chr5-59435305-59435792","early"
"10910","chr5-59591966-59592437","early"
"10911","chr5-61290641-61291285","early"
"10912","chr5-61291996-61292590","early"
"10913","chr5-61292799-61293508","early"
"10914","chr5-61672619-61673756","early"
"10915","chr5-65695076-65696082","early"
"10916","chr5-65734127-65734727","early"
"10917","chr5-66134105-66134917","early"
"10918","chr5-66325831-66326708","early"
"10919","chr5-66518265-66519133","early"
"10920","chr5-66617269-66617763","early"
"10921","chr5-66661018-66661529","early"
"10922","chr5-66881435-66882114","early"
"10923","chr5-67089245-67089510","early"
"10924","chr5-67094585-67095207","early"
"10925","chr5-67244243-67244770","early"
"10926","chr5-69491924-69494031","early"
"10927","chr5-72951778-72952041","early"
"10928","chr5-74589034-74589955","early"
"10929","chr5-74952033-74952838","early"
"10930","chr5-75239763-75240028","early"
"10931","chr5-76785133-76785891","early"
"10932","chr5-76787203-76787530","early"
"10933","chr5-76788291-76788811","early"
"10934","chr5-77850723-77852145","early"
"10935","chr5-77852465-77853210","early"
"10936","chr5-78628236-78628810","early"
"10937","chr5-78638148-78638849","early"
"10938","chr5-79581070-79581970","early"
"10939","chr5-82163882-82164834","early"
"10940","chr5-83472456-83474838","early"
"10941","chr5-83509324-83509944","early"
"10942","chr5-83522231-83522799","early"
"10943","chr5-83554107-83554492","early"
"10944","chr5-91266096-91266633","early"
"10945","chr5-91345323-91345913","early"
"10946","chr5-93579034-93579488","early"
"10947","chr5-95392540-95393075","early"
"10948","chr5-95406184-95406758","early"
"10949","chr5-95446587-95447083","early"
"10950","chr5-96962586-96963047","early"
"10951","chr5-96968645-96968983","early"
"10952","chr5-97070845-97071452","early"
"10953","chr5-98927187-98927532","early"
"10954","chr5-99019317-99019583","early"
"10955","chr5-102761905-102762592","early"
"10956","chr5-102911721-102912357","early"
"10957","chr5-110975161-110975891","early"
"10958","chr5-112293442-112293934","early"
"10959","chr5-112316678-112317139","early"
"10960","chr5-112338120-112339292","early"
"10961","chr5-112475315-112476395","early"
"10962","chr5-112533309-112533874","early"
"10963","chr5-112958060-112958825","early"
"10964","chr5-115460404-115460803","early"
"10965","chr5-116572274-116574142","early"
"10966","chr5-116575663-116576453","early"
"10967","chr5-116669637-116670006","early"
"10968","chr5-119289389-119289851","early"
"10969","chr5-119347232-119348119","early"
"10970","chr5-122128889-122129727","early"
"10971","chr5-124502229-124502901","early"
"10972","chr5-126369679-126371722","early"
"10973","chr5-126384417-126385346","early"
"10974","chr5-128212048-128212368","early"
"10975","chr5-128597151-128597520","early"
"10976","chr5-129906398-129906712","early"
"10977","chr5-131209098-131210331","early"
"10978","chr5-131379070-131380071","early"
"10979","chr5-132271321-132272122","early"
"10980","chr5-132445395-132446225","early"
"10981","chr5-132746867-132748131","early"
"10982","chr5-132767036-132767450","early"
"10983","chr5-132775403-132775841","early"
"10984","chr5-132812964-132814710","early"
"10985","chr5-133483610-133484009","early"
"10986","chr5-133826947-133827474","early"
"10987","chr5-133884318-133885103","early"
"10988","chr5-133926381-133927607","early"
"10989","chr5-134187374-134187919","early"
"10990","chr5-135126206-135127406","early"
"10991","chr5-135437080-135437781","early"
"10992","chr5-138610457-138611789","early"
"10993","chr5-138944120-138945600","early"
"10994","chr5-139108353-139108890","early"
"10995","chr5-139525436-139526764","early"
"10996","chr5-139651890-139652336","early"
"10997","chr5-139655621-139656221","early"
"10998","chr5-139660828-139661549","early"
"10999","chr5-139676409-139678041","early"
"11000","chr5-139684958-139685363","early"
"11001","chr5-139689532-139690783","early"
"11002","chr5-139724798-139725545","early"
"11003","chr5-140182708-140183383","early"
"11004","chr5-140205115-140206290","early"
"11005","chr5-140260774-140262126","early"
"11006","chr5-141746953-141748198","early"
"11007","chr5-142262501-142263640","early"
"11008","chr5-142279964-142281199","early"
"11009","chr5-142364057-142365140","early"
"11010","chr5-142507292-142508433","early"
"11011","chr5-142598131-142598368","early"
"11012","chr5-142857072-142857800","early"
"11013","chr5-143153125-143153975","early"
"11014","chr5-143177145-143177731","early"
"11015","chr5-143233026-143233397","early"
"11016","chr5-144203583-144204139","early"
"11017","chr5-144368349-144369434","early"
"11018","chr5-145520993-145521661","early"
"11019","chr5-145530547-145531727","early"
"11020","chr5-145925348-145925712","early"
"11021","chr5-145936230-145937215","early"
"11022","chr5-145976307-145977146","early"
"11023","chr5-149450198-149450537","early"
"11024","chr5-149485392-149486636","early"
"11025","chr5-150618654-150619920","early"
"11026","chr5-150636465-150636763","early"
"11027","chr5-150642138-150642988","early"
"11028","chr5-151595561-151595882","early"
"11029","chr5-151684735-151685345","early"
"11030","chr5-151686341-151687284","early"
"11031","chr5-151696170-151696854","early"
"11032","chr5-151698753-151699547","early"
"11033","chr5-154118415-154119351","early"
"11034","chr5-154267317-154268396","early"
"11035","chr5-154367737-154368440","early"
"11036","chr5-154646821-154647726","early"
"11037","chr5-156638263-156638791","early"
"11038","chr5-156888556-156888893","early"
"11039","chr5-156920174-156920915","early"
"11040","chr5-156972025-156972617","early"
"11041","chr5-157045676-157046444","early"
"11042","chr5-157052378-157053136","early"
"11043","chr5-157057585-157057978","early"
"11044","chr5-157058115-157059531","early"
"11045","chr5-157130968-157132322","early"
"11046","chr5-163571648-163572155","early"
"11047","chr5-167985067-167985797","early"
"11048","chr5-168057856-168058237","early"
"11049","chr5-168268593-168269797","early"
"11050","chr5-168324821-168325536","early"
"11051","chr5-168334326-168335198","early"
"11052","chr5-168364888-168366054","early"
"11053","chr5-170493310-170493971","early"
"11054","chr5-170632818-170634054","early"
"11055","chr5-170744156-170746474","early"
"11056","chr5-170746500-170746758","early"
"11057","chr5-170751590-170751955","early"
"11058","chr5-170752074-170752814","early"
"11059","chr5-170756714-170757591","early"
"11060","chr5-172418133-172418749","early"
"11061","chr5-173890178-173890695","early"
"11062","chr5-173941596-173942567","early"
"11063","chr5-173972315-173974008","early"
"11064","chr5-177373767-177374118","early"
"11065","chr5-177399715-177400742","early"
"11066","chr5-178589333-178590941","early"
"11067","chr5-178786814-178787459","early"
"11068","chr5-179530105-179530959","early"
"11069","chr5-179793501-179794086","early"
"11070","chr5-180026341-180026728","early"
"11071","chr5-180423166-180424422","early"
"11072","chr5-180817741-180818582","early"
"11073","chr6-431539-432350","early"
"11074","chr6-1526755-1527568","early"
"11075","chr6-1623989-1625521","early"
"11076","chr6-1636252-1637803","early"
"11077","chr6-2085554-2086693","early"
"11078","chr6-2558077-2559473","early"
"11079","chr6-3179260-3179534","early"
"11080","chr6-3750058-3752647","early"
"11081","chr6-4125841-4126460","early"
"11082","chr6-4781950-4782526","early"
"11083","chr6-5025913-5026820","early"
"11084","chr6-5205664-5206457","early"
"11085","chr6-8579106-8579840","early"
"11086","chr6-10659371-10660404","early"
"11087","chr6-11317989-11318740","early"
"11088","chr6-11380407-11381382","early"
"11089","chr6-11424155-11425020","early"
"11090","chr6-11428378-11429102","early"
"11091","chr6-11869138-11870438","early"
"11092","chr6-11938217-11938944","early"
"11093","chr6-12291888-12292659","early"
"11094","chr6-12294688-12295290","early"
"11095","chr6-13299184-13300013","early"
"11096","chr6-13307304-13308036","early"
"11097","chr6-13362255-13362829","early"
"11098","chr6-13395167-13396251","early"
"11099","chr6-13407662-13408275","early"
"11100","chr6-13408342-13408740","early"
"11101","chr6-13873166-13874241","early"
"11102","chr6-15551411-15552170","early"
"11103","chr6-16746729-16747676","early"
"11104","chr6-17393085-17394613","early"
"11105","chr6-17405050-17406464","early"
"11106","chr6-18280092-18280405","early"
"11107","chr6-18330416-18331093","early"
"11108","chr6-18361884-18362668","early"
"11109","chr6-18476919-18477968","early"
"11110","chr6-18495152-18495520","early"
"11111","chr6-18503332-18504316","early"
"11112","chr6-21586937-21589539","early"
"11113","chr6-21686409-21686843","early"
"11114","chr6-21731298-21732542","early"
"11115","chr6-24313026-24313969","early"
"11116","chr6-24323428-24324285","early"
"11117","chr6-24521927-24522800","early"
"11118","chr6-24948328-24949811","early"
"11119","chr6-25034138-25036361","early"
"11120","chr6-25041557-25042510","early"
"11121","chr6-25899157-25900374","early"
"11122","chr6-26131019-26131219","early"
"11123","chr6-26203915-26205067","early"
"11124","chr6-26205894-26206481","early"
"11125","chr6-26295443-26296554","early"
"11126","chr6-30707281-30707833","early"
"11127","chr6-30748815-30749349","early"
"11128","chr6-30768820-30769911","early"
"11129","chr6-30862202-30862877","early"
"11130","chr6-30926484-30927137","early"
"11131","chr6-31041026-31041934","early"
"11132","chr6-31114200-31115430","early"
"11133","chr6-31122723-31123824","early"
"11134","chr6-31580564-31582703","early"
"11135","chr6-31817381-31817848","early"
"11136","chr6-31878403-31879207","early"
"11137","chr6-31907360-31907779","early"
"11138","chr6-31927371-31928224","early"
"11139","chr6-31940099-31940642","early"
"11140","chr6-31945280-31946423","early"
"11141","chr6-32012885-32013501","early"
"11142","chr6-32583588-32584797","early"
"11143","chr6-32603877-32604855","early"
"11144","chr6-32668094-32668757","early"
"11145","chr6-32860995-32861802","early"
"11146","chr6-33008931-33009861","early"
"11147","chr6-33018620-33019520","early"
"11148","chr6-33073350-33073874","early"
"11149","chr6-33192082-33193793","early"
"11150","chr6-33592346-33593486","early"
"11151","chr6-34655954-34657998","early"
"11152","chr6-35391761-35393351","early"
"11153","chr6-36209652-36211207","early"
"11154","chr6-36289178-36290064","early"
"11155","chr6-36386395-36388409","early"
"11156","chr6-36567162-36567730","early"
"11157","chr6-36579618-36580178","early"
"11158","chr6-36590244-36590531","early"
"11159","chr6-36734886-36736044","early"
"11160","chr6-37029125-37029689","early"
"11161","chr6-37059281-37060089","early"
"11162","chr6-37104364-37104977","early"
"11163","chr6-37202330-37203138","early"
"11164","chr6-37204411-37204766","early"
"11165","chr6-37783247-37784363","early"
"11166","chr6-38322019-38322548","early"
"11167","chr6-39280962-39281839","early"
"11168","chr6-39492846-39493640","early"
"11169","chr6-39791768-39793223","early"
"11170","chr6-39927195-39927467","early"
"11171","chr6-40912015-40912752","early"
"11172","chr6-41021714-41022705","early"
"11173","chr6-41519255-41520292","early"
"11174","chr6-41723138-41723933","early"
"11175","chr6-42141520-42143080","early"
"11176","chr6-42166335-42167179","early"
"11177","chr6-42690277-42690546","early"
"11178","chr6-42736009-42736330","early"
"11179","chr6-42799892-42801252","early"
"11180","chr6-42911102-42912058","early"
"11181","chr6-43211722-43212466","early"
"11182","chr6-44002018-44003138","early"
"11183","chr6-44177832-44178453","early"
"11184","chr6-44262564-44262893","early"
"11185","chr6-44263247-44263824","early"
"11186","chr6-44264237-44264607","early"
"11187","chr6-46098467-46099131","early"
"11188","chr6-46507261-46507780","early"
"11189","chr6-46734093-46735682","early"
"11190","chr6-47407226-47408432","early"
"11191","chr6-47455426-47456112","early"
"11192","chr6-47669372-47670615","early"
"11193","chr6-48194349-48195792","early"
"11194","chr6-52046415-52047094","early"
"11195","chr6-52074685-52074982","early"
"11196","chr6-52424110-52424321","early"
"11197","chr6-52551258-52552631","early"
"11198","chr6-52937717-52938250","early"
"11199","chr6-53854760-53855456","early"
"11200","chr6-53928978-53929309","early"
"11201","chr6-56692275-56693556","early"
"11202","chr6-56842663-56844422","early"
"11203","chr6-56954443-56955702","early"
"11204","chr6-70124289-70125562","early"
"11205","chr6-73388563-73389424","early"
"11206","chr6-73695144-73696516","early"
"11207","chr6-75758476-75759612","early"
"11208","chr6-79684786-79685242","early"
"11209","chr6-80128317-80128904","early"
"11210","chr6-81766351-81767355","early"
"11211","chr6-82363249-82365776","early"
